수준,날짜 및 시간,원본,이벤트 ID,작업 범주
정보,2025-11-21 오후 4:32:06,Microsoft-Windows-Kernel-Boot,32,(58),bootmgr에서 사용자 입력을 기다리는 데 0ms를 사용했습니다.
정보,2025-11-21 오후 4:32:06,Microsoft-Windows-Kernel-Boot,18,(57),이 시스템에는 0x1개의 부팅 옵션이 있습니다.
정보,2025-11-21 오후 4:32:06,Microsoft-Windows-Kernel-Boot,27,(33),부팅 유형은 0x0입니다.
정보,2025-11-21 오후 4:32:06,Microsoft-Windows-Kernel-Boot,25,(32),부팅 메뉴 정책은 0x1입니다.
정보,2025-11-21 오후 4:32:06,Microsoft-Windows-Kernel-Boot,238,(101),EFI 표준 시간대 바이어스: 2047. 일광 플래그: 0. 펌웨어 시간: ‎2025‎-‎11‎-‎21T16:32:02.000000000Z.
정보,2025-11-21 오후 4:32:06,Microsoft-Windows-Kernel-Boot,247,(99),"Windows 펌웨어를 로드할 수 없습니다. StatusCode: STATUS_SUCCESS, 이유: Failed to apply firmware."
정보,2025-11-21 오후 4:32:06,Microsoft-Windows-Kernel-Boot,20,(31),"마지막 종료의 성공 상태는 false이고, 마지막 부팅의 성공 상태는 true입니다."
정보,2025-11-21 오후 4:32:06,Microsoft-Windows-Kernel-Boot,153,(62),가상화 기반 보안(정책: 0)은 disabled입니다.
정보,2025-11-21 오후 4:32:06,Microsoft-Windows-Kernel-General,25,(12),"시스템 시간이 ‎2025‎-‎11‎-‎21T07:32:05.500000000Z. 

Loader time: ‎2025‎-‎11‎-‎21T07:32:02.000000000Z
Internal boot flags: 0x2
HAL RTC error code: 0x0
RTC time이 UTC: false
Soft boot: false
Success: true
Phase: 0 (으)로 초기화되었습니다."
정보,2025-11-21 오후 4:32:06,Microsoft-Windows-Kernel-General,12,(1),운영 체제가 시스템 시간 ‎2025‎-‎11‎-‎21T07:32:05.500000000Z에 시작되었습니다.
정보,2025-11-20 오후 4:48:58,Service Control Manager,7040,없음,Background Intelligent Transfer Service 서비스의 시작 유형을 자동 시작에서 요청 시 시작(으)로 바꿨습니다.
정보,2025-11-20 오후 4:46:42,Service Control Manager,7040,없음,Background Intelligent Transfer Service 서비스의 시작 유형을 요청 시 시작에서 자동 시작(으)로 바꿨습니다.
정보,2025-11-20 오후 3:48:48,Service Control Manager,7040,없음,Background Intelligent Transfer Service 서비스의 시작 유형을 자동 시작에서 요청 시 시작(으)로 바꿨습니다.
정보,2025-11-20 오후 3:46:32,Service Control Manager,7040,없음,Background Intelligent Transfer Service 서비스의 시작 유형을 요청 시 시작에서 자동 시작(으)로 바꿨습니다.
정보,2025-11-20 오후 3:10:54,Service Control Manager,7040,없음,Background Intelligent Transfer Service 서비스의 시작 유형을 자동 시작에서 요청 시 시작(으)로 바꿨습니다.
정보,2025-11-20 오후 3:09:41,Microsoft-Windows-Kernel-Power,566,(268),"시스템 세션이 12에서 13 (으)로 전환되었습니다.

Reason SessionUnlock 

BootId: 10"
정보,2025-11-20 오후 3:02:41,Microsoft-Windows-Kernel-Power,566,(268),"시스템 세션이 10에서 12 (으)로 전환되었습니다.

Reason InputHid 

BootId: 10"
정보,2025-11-20 오후 2:54:08,Microsoft-Windows-Kernel-Power,566,(268),"시스템 세션이 9에서 10 (으)로 전환되었습니다.

Reason SessionUnlock 

BootId: 10"
정보,2025-11-20 오후 2:49:53,Service Control Manager,7040,없음,Background Intelligent Transfer Service 서비스의 시작 유형을 요청 시 시작에서 자동 시작(으)로 바꿨습니다.
정보,2025-11-20 오후 2:46:19,Microsoft-Windows-Kernel-Power,566,(268),"시스템 세션이 7에서 9 (으)로 전환되었습니다.

Reason InputHid 

BootId: 10"
정보,2025-11-20 오후 2:45:15,Service Control Manager,7040,없음,Background Intelligent Transfer Service 서비스의 시작 유형을 자동 시작에서 요청 시 시작(으)로 바꿨습니다.
정보,2025-11-20 오후 2:42:51,Service Control Manager,7040,없음,Background Intelligent Transfer Service 서비스의 시작 유형을 요청 시 시작에서 자동 시작(으)로 바꿨습니다.
정보,2025-11-20 오후 2:41:50,Service Control Manager,7040,없음,Background Intelligent Transfer Service 서비스의 시작 유형을 자동 시작에서 요청 시 시작(으)로 바꿨습니다.
정보,2025-11-20 오후 2:39:32,Service Control Manager,7040,없음,Background Intelligent Transfer Service 서비스의 시작 유형을 요청 시 시작에서 자동 시작(으)로 바꿨습니다.
정보,2025-11-20 오후 2:33:42,Microsoft-Windows-WindowsUpdateClient,19,Windows 업데이트 에이전트,설치 성공: 다음 업데이트를 성공적으로 설치했습니다. 9N4TXPCVRNGF-Microsoft.LanguageExperiencePackko-KR
정보,2025-11-20 오후 2:33:41,Microsoft-Windows-WindowsUpdateClient,43,Windows 업데이트 에이전트,설치 시작: Windows에서 9N4TXPCVRNGF-Microsoft.LanguageExperiencePackko-KR 업데이트 설치를 시작했습니다.
정보,2025-11-20 오후 2:29:50,Service Control Manager,7040,없음,Background Intelligent Transfer Service 서비스의 시작 유형을 자동 시작에서 요청 시 시작(으)로 바꿨습니다.
정보,2025-11-20 오후 2:29:04,Microsoft-Windows-WindowsUpdateClient,44,Windows 업데이트 에이전트,Windows 업데이트에서 업데이트 다운로드를 시작했습니다.
정보,2025-11-20 오후 2:27:21,Service Control Manager,7040,없음,Background Intelligent Transfer Service 서비스의 시작 유형을 요청 시 시작에서 자동 시작(으)로 바꿨습니다.
정보,2025-11-20 오후 2:14:20,Service Control Manager,7040,없음,Background Intelligent Transfer Service 서비스의 시작 유형을 자동 시작에서 요청 시 시작(으)로 바꿨습니다.
정보,2025-11-20 오후 2:12:04,Service Control Manager,7040,없음,Background Intelligent Transfer Service 서비스의 시작 유형을 요청 시 시작에서 자동 시작(으)로 바꿨습니다.
정보,2025-11-20 오후 1:58:57,Service Control Manager,7040,없음,Background Intelligent Transfer Service 서비스의 시작 유형을 자동 시작에서 요청 시 시작(으)로 바꿨습니다.
정보,2025-11-20 오후 1:48:26,Microsoft-Windows-Kernel-Power,566,(268),"시스템 세션이 6에서 7 (으)로 전환되었습니다.

Reason SessionUnlock 

BootId: 10"
정보,2025-11-20 오후 1:42:50,Service Control Manager,7040,없음,Background Intelligent Transfer Service 서비스의 시작 유형을 요청 시 시작에서 자동 시작(으)로 바꿨습니다.
정보,2025-11-20 오후 1:41:55,Service Control Manager,7040,없음,Background Intelligent Transfer Service 서비스의 시작 유형을 자동 시작에서 요청 시 시작(으)로 바꿨습니다.
정보,2025-11-20 오후 1:39:27,Microsoft-Windows-Kernel-Power,566,(268),"시스템 세션이 4에서 6 (으)로 전환되었습니다.

Reason InputHid 

BootId: 10"
정보,2025-11-20 오후 1:38:44,Service Control Manager,7040,없음,Background Intelligent Transfer Service 서비스의 시작 유형을 요청 시 시작에서 자동 시작(으)로 바꿨습니다.
정보,2025-11-20 오후 1:35:43,Microsoft-Windows-UserModePowerService,22,(18),프로비저닝 엔진의 회전이 완료되면 전원 설정 다시 적용 5
정보,2025-11-20 오후 1:31:29,Microsoft-Windows-WindowsUpdateClient,19,Windows 업데이트 에이전트,설치 성공: 다음 업데이트를 성공적으로 설치했습니다. 9WZDNCRD29V9-MICROSOFT.MICROSOFTOFFICEHUB
정보,2025-11-20 오후 1:31:15,Microsoft-Windows-WindowsUpdateClient,43,Windows 업데이트 에이전트,설치 시작: Windows에서 9WZDNCRD29V9-MICROSOFT.MICROSOFTOFFICEHUB 업데이트 설치를 시작했습니다.
정보,2025-11-20 오후 1:31:13,Microsoft-Windows-Kernel-General,16,없음,\??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.MicrosoftOfficeHub_19.2511.46031.0_x64__8wekyb3d8bbwe\ActivationStore.dat 하이브의 액세스 기록이 삭제되어 키 0개가 업데이트되고 수정된 페이지 0개가 만들어졌습니다.
정보,2025-11-20 오후 1:30:14,Microsoft-Windows-Kernel-General,16,없음,\??\C:\ProgramData\Microsoft\Provisioning\Microsoft-Desktop-Provisioning-Sequence.dat 하이브의 액세스 기록이 삭제되어 키 0개가 업데이트되고 수정된 페이지 0개가 만들어졌습니다.
정보,2025-11-20 오후 1:29:53,Microsoft-Windows-WindowsUpdateClient,44,Windows 업데이트 에이전트,Windows 업데이트에서 업데이트 다운로드를 시작했습니다.
정보,2025-11-20 오후 1:29:38,Service Control Manager,7040,없음,Background Intelligent Transfer Service 서비스의 시작 유형을 자동 시작에서 요청 시 시작(으)로 바꿨습니다.
정보,2025-11-20 오후 1:27:58,Microsoft-Windows-Time-Service,37,없음,"시간 제공자NtpClient에서 현재 time.windows.com,0x9 (ntp.m|0x9|0.0.0.0:123->52.231.114.183:123)로부터 유효한 시간 데이터를 받는 중입니다."
정보,2025-11-20 오후 1:27:42,Microsoft-Windows-Kernel-Power,566,(268),"시스템 세션이 3에서 4 (으)로 전환되었습니다.

Reason SessionUnlock 

BootId: 10"
정보,2025-11-20 오후 1:18:56,Service Control Manager,7040,없음,Background Intelligent Transfer Service 서비스의 시작 유형을 요청 시 시작에서 자동 시작(으)로 바꿨습니다.
정보,2025-11-20 오후 1:10:19,Microsoft-Windows-Kernel-Power,566,(268),"시스템 세션이 1에서 3 (으)로 전환되었습니다.

Reason InputAccelerometer 

BootId: 10"
정보,2025-11-20 오후 1:10:02,Microsoft-Windows-Kernel-Power,566,(268),"시스템 세션이 0에서 1 (으)로 전환되었습니다.

Reason SessionUnlock 

BootId: 10"
정보,2025-11-20 오후 1:03:00,Service Control Manager,7045,없음,"시스템에 서비스가 설치되었습니다.

서비스 이름:  SplunkForwarder Service
서비스 파일 이름:  ""C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"" service
서비스 유형:  사용자 모드 서비스
서비스 시작 유형:  자동 시작
서비스 계정:  LocalSystem"
정보,2025-11-20 오후 1:02:49,Service Control Manager,7045,없음,"시스템에 서비스가 설치되었습니다.

서비스 이름:  SplunkMonitorNoHandle
서비스 파일 이름:  system32\DRIVERS\SplunkMonitorNoHandleDrv.sys
서비스 유형:  커널 모드 드라이버
서비스 시작 유형:  요청 시 시작
서비스 계정:  "
정보,2025-11-20 오후 1:02:47,Service Control Manager,7045,없음,"시스템에 서비스가 설치되었습니다.

서비스 이름:  splknetdrv
서비스 파일 이름:  \SystemRoot\system32\DRIVERS\splknetdrv.sys
서비스 유형:  커널 모드 드라이버
서비스 시작 유형:  요청 시 시작
서비스 계정:  "
정보,2025-11-20 오후 1:02:43,Service Control Manager,7045,없음,"시스템에 서비스가 설치되었습니다.

서비스 이름:  Splunk Trace Kernel Mode Driver
서비스 파일 이름:  \SystemRoot\system32\DRIVERS\splunkdrv.sys
서비스 유형:  커널 모드 드라이버
서비스 시작 유형:  요청 시 시작
서비스 계정:  "
정보,2025-11-20 오후 1:02:40,Service Control Manager,7040,없음,Background Intelligent Transfer Service 서비스의 시작 유형을 자동 시작에서 요청 시 시작(으)로 바꿨습니다.
정보,2025-11-20 오후 1:00:23,Service Control Manager,7040,없음,Background Intelligent Transfer Service 서비스의 시작 유형을 요청 시 시작에서 자동 시작(으)로 바꿨습니다.
정보,2025-11-20 오후 12:55:09,Service Control Manager,7040,없음,Background Intelligent Transfer Service 서비스의 시작 유형을 자동 시작에서 요청 시 시작(으)로 바꿨습니다.
정보,2025-11-20 오후 12:46:40,Service Control Manager,7045,없음,"시스템에 서비스가 설치되었습니다.

서비스 이름:  bbumroqv
서비스 파일 이름:  C:\WINDOWS\system32\drivers\bbumroqv.sys
서비스 유형:  커널 모드 드라이버
서비스 시작 유형:  시스템 시작
서비스 계정:  "
정보,2025-11-20 오후 12:45:54,Microsoft-Windows-WindowsUpdateClient,19,Windows 업데이트 에이전트,설치 성공: 다음 업데이트를 성공적으로 설치했습니다. Microsoft Defender Antivirus 보안 인텔리전스 업데이트 - KB2267602(버전 1.441.350.0) - 현재 채널(광범위)
정보,2025-11-20 오후 12:44:21,Microsoft-Windows-WindowsUpdateClient,43,Windows 업데이트 에이전트,설치 시작: Windows에서 Microsoft Defender Antivirus 보안 인텔리전스 업데이트 - KB2267602(버전 1.441.350.0) - 현재 채널(광범위) 업데이트 설치를 시작했습니다.
정보,2025-11-20 오후 12:44:21,Microsoft-Windows-WindowsUpdateClient,44,Windows 업데이트 에이전트,Windows 업데이트에서 업데이트 다운로드를 시작했습니다.
정보,2025-11-20 오후 12:42:02,Service Control Manager,7045,없음,"시스템에 서비스가 설치되었습니다.

서비스 이름:  KslD
서비스 파일 이름:  system32\drivers\wd\KslD.sys
서비스 유형:  커널 모드 드라이버
서비스 시작 유형:  요청 시 시작
서비스 계정:  "
정보,2025-11-20 오후 12:42:02,Microsoft-Windows-WindowsUpdateClient,19,Windows 업데이트 에이전트,설치 성공: 다음 업데이트를 성공적으로 설치했습니다. Microsoft Defender Antivirus 맬웨어 방지 플랫폼 업데이트 - KB4052623 (버전 4.18.25100.9008) - 현재 채널(광범위)
정보,2025-11-20 오후 12:42:02,Service Control Manager,7045,없음,"시스템에 서비스가 설치되었습니다.

서비스 이름:  Microsoft Defender Core Service
서비스 파일 이름:  ""C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.25100.9008-0\MpDefenderCoreService.exe""
서비스 유형:  사용자 모드 서비스
서비스 시작 유형:  자동 시작
서비스 계정:  LocalSystem"
정보,2025-11-20 오후 12:41:41,Microsoft-Windows-FilterManager,6,없음,"파일 시스템 필터 'WdFilter'(10.0, ‎2029‎-‎01‎-‎10T14:59:29.000000000Z)을(를) 성공적으로 로드하고 필터 관리자에 등록했습니다."
정보,2025-11-20 오후 12:41:03,Microsoft-Windows-FilterManager,1,없음,"파일 시스템 필터 'WdFilter'(버전 10.0, ‎2047‎-‎04‎-‎29T09:32:56.000000000Z)을(를) 성공적으로 언로드했습니다."
정보,2025-11-20 오후 12:39:29,Microsoft-Windows-WindowsUpdateClient,43,Windows 업데이트 에이전트,설치 시작: Windows에서 Microsoft Defender Antivirus 맬웨어 방지 플랫폼 업데이트 - KB4052623 (버전 4.18.25100.9008) - 현재 채널(광범위) 업데이트 설치를 시작했습니다.
정보,2025-11-20 오후 12:39:24,Microsoft-Windows-WindowsUpdateClient,44,Windows 업데이트 에이전트,Windows 업데이트에서 업데이트 다운로드를 시작했습니다.
정보,2025-11-20 오후 12:39:18,Microsoft-Windows-WindowsUpdateClient,44,Windows 업데이트 에이전트,Windows 업데이트에서 업데이트 다운로드를 시작했습니다.
정보,2025-11-20 오후 12:38:55,Microsoft-Windows-Kernel-General,16,없음,\??\C:\Users\goode\AppData\Local\Packages\Microsoft.OneDriveSync_8wekyb3d8bbwe\Settings\settings.dat 하이브의 액세스 기록이 삭제되어 키 3개가 업데이트되고 수정된 페이지 1개가 만들어졌습니다.
경고,2025-11-20 오후 12:36:03,Microsoft-Windows-DistributedCOM,10016,없음,"응용 프로그램별 권한 설정에서 CLSID가 
Windows.SecurityCenter.SecurityAppBroker
이고 APPID가 
사용할 수 없음
인 COM 서버 응용 프로그램에 대한 로컬 시작 사용 권한을 응용 프로그램 컨테이너 사용할 수 없음 SID(사용할 수 없음)에서 실행 중인 주소 LocalHost(LRPC 사용)의 사용자 NT AUTHORITY\SYSTEM SID(S-1-5-18)에게 부여하지 않았습니다. 구성 요소 서비스 관리 도구를 사용하여 이 보안 권한을 수정할 수 있습니다."
경고,2025-11-20 오후 12:36:03,Microsoft-Windows-DistributedCOM,10016,없음,"응용 프로그램별 권한 설정에서 CLSID가 
Windows.SecurityCenter.WscBrokerManager
이고 APPID가 
사용할 수 없음
인 COM 서버 응용 프로그램에 대한 로컬 시작 사용 권한을 응용 프로그램 컨테이너 사용할 수 없음 SID(사용할 수 없음)에서 실행 중인 주소 LocalHost(LRPC 사용)의 사용자 NT AUTHORITY\SYSTEM SID(S-1-5-18)에게 부여하지 않았습니다. 구성 요소 서비스 관리 도구를 사용하여 이 보안 권한을 수정할 수 있습니다."
경고,2025-11-20 오후 12:35:55,Microsoft-Windows-DistributedCOM,10016,없음,"응용 프로그램별 권한 설정에서 CLSID가 
Windows.SecurityCenter.WscCloudBackupProvider
이고 APPID가 
사용할 수 없음
인 COM 서버 응용 프로그램에 대한 로컬 시작 사용 권한을 응용 프로그램 컨테이너 사용할 수 없음 SID(사용할 수 없음)에서 실행 중인 주소 LocalHost(LRPC 사용)의 사용자 DESKTOP-MPGB8S7\goode SID(S-1-5-21-3497186367-3239011787-3622307728-1001)에게 부여하지 않았습니다. 구성 요소 서비스 관리 도구를 사용하여 이 보안 권한을 수정할 수 있습니다."
경고,2025-11-20 오후 12:35:55,Microsoft-Windows-DistributedCOM,10016,없음,"응용 프로그램별 권한 설정에서 CLSID가 
Windows.SecurityCenter.WscCloudBackupProvider
이고 APPID가 
사용할 수 없음
인 COM 서버 응용 프로그램에 대한 로컬 시작 사용 권한을 응용 프로그램 컨테이너 사용할 수 없음 SID(사용할 수 없음)에서 실행 중인 주소 LocalHost(LRPC 사용)의 사용자 DESKTOP-MPGB8S7\goode SID(S-1-5-21-3497186367-3239011787-3622307728-1001)에게 부여하지 않았습니다. 구성 요소 서비스 관리 도구를 사용하여 이 보안 권한을 수정할 수 있습니다."
